#gene_id	length
TRINITY_DN1904_c0_g1	210
TRINITY_DN19101_c0_g1	834
TRINITY_DN13449_c0_g1	1211
TRINITY_DN18888_c0_g2	2465
TRINITY_DN18312_c1_g4	867
TRINITY_DN18312_c1_g3	1534
TRINITY_DN29473_c0_g1	232
TRINITY_DN25698_c0_g1	388
TRINITY_DN4854_c0_g1	201
TRINITY_DN19385_c0_g1	2380
TRINITY_DN16176_c0_g1	1083
TRINITY_DN11511_c0_g1	535
TRINITY_DN8642_c0_g1	1648
TRINITY_DN28919_c0_g1	331
TRINITY_DN17806_c0_g1	1763
TRINITY_DN7947_c0_g1	430
TRINITY_DN18642_c0_g1	2321
TRINITY_DN30818_c0_g1	304
TRINITY_DN8277_c1_g1	210
TRINITY_DN7132_c2_g1	452
TRINITY_DN19452_c0_g1	1114
TRINITY_DN13496_c0_g1	579
TRINITY_DN183_c0_g2	226
TRINITY_DN9261_c0_g1	1106
TRINITY_DN14577_c0_g2	1146
TRINITY_DN15193_c0_g1	1284
TRINITY_DN19818_c2_g8	294
TRINITY_DN19818_c2_g4	224
TRINITY_DN19818_c2_g5	212
TRINITY_DN19818_c2_g6	216
TRINITY_DN19818_c2_g7	202
TRINITY_DN19818_c2_g3	206
TRINITY_DN20723_c5_g5	480
TRINITY_DN20723_c5_g6	252
TRINITY_DN20723_c5_g1	956
TRINITY_DN20723_c5_g2	1105
TRINITY_DN20723_c5_g3	264
TRINITY_DN18186_c0_g1	1336
TRINITY_DN21051_c0_g1	201
TRINITY_DN17720_c3_g1	210
TRINITY_DN21051_c0_g3	2700
TRINITY_DN575_c0_g1	3397
TRINITY_DN17569_c0_g1	1268
TRINITY_DN25641_c0_g1	1498
TRINITY_DN30207_c0_g1	303
TRINITY_DN15277_c0_g1	865
TRINITY_DN1832_c0_g1	827
TRINITY_DN26793_c0_g1	428
TRINITY_DN19835_c0_g1	1231
TRINITY_DN22560_c0_g1	695
TRINITY_DN16117_c0_g1	1671
TRINITY_DN18257_c1_g1	2002
TRINITY_DN20998_c0_g1	4818
TRINITY_DN13577_c0_g1	1312
TRINITY_DN21356_c10_g10	201
TRINITY_DN10459_c0_g1	547
TRINITY_DN10815_c0_g1	644
TRINITY_DN22611_c0_g1	460
TRINITY_DN2647_c0_g1	226
TRINITY_DN2647_c0_g2	235
TRINITY_DN8758_c2_g1	204
TRINITY_DN19488_c0_g1	378
TRINITY_DN24465_c0_g1	449
TRINITY_DN20862_c2_g1	1929
TRINITY_DN4387_c0_g1	717
TRINITY_DN12362_c0_g1	1554
TRINITY_DN14255_c0_g1	862
TRINITY_DN4677_c2_g1	358
TRINITY_DN17197_c0_g1	1522
TRINITY_DN25228_c0_g1	223
TRINITY_DN21290_c6_g1	274
TRINITY_DN21290_c6_g3	379
TRINITY_DN21290_c6_g2	221
TRINITY_DN21290_c6_g4	204
TRINITY_DN21290_c6_g7	288
TRINITY_DN21290_c6_g6	279
TRINITY_DN21438_c0_g1	1450
TRINITY_DN20906_c0_g1	3131
TRINITY_DN25390_c0_g1	497
TRINITY_DN20356_c0_g1	2745
TRINITY_DN3425_c0_g1	214
TRINITY_DN30258_c0_g1	1698
TRINITY_DN7716_c0_g3	260
TRINITY_DN7716_c0_g2	218
TRINITY_DN16468_c0_g1	771
TRINITY_DN20367_c0_g1	2557
TRINITY_DN17520_c1_g4	2041
TRINITY_DN20466_c0_g1	967
TRINITY_DN17302_c1_g2	274
TRINITY_DN15881_c0_g1	992
TRINITY_DN32671_c0_g1	330
TRINITY_DN20911_c1_g3	694
TRINITY_DN15430_c0_g1	705
TRINITY_DN14538_c0_g1	2283
TRINITY_DN10070_c0_g2	262
TRINITY_DN27787_c0_g1	261
TRINITY_DN20988_c0_g1	2422
TRINITY_DN32638_c0_g1	277
TRINITY_DN16523_c0_g1	1896
TRINITY_DN11283_c0_g1	436
TRINITY_DN11283_c0_g2	435
TRINITY_DN17315_c0_g1	1675
TRINITY_DN2411_c0_g2	365
TRINITY_DN2411_c0_g1	329
TRINITY_DN18544_c0_g1	1572
TRINITY_DN19670_c1_g1	2469
TRINITY_DN18805_c0_g2	975
TRINITY_DN18805_c0_g1	405
TRINITY_DN32954_c0_g1	223
TRINITY_DN18362_c0_g1	1975
TRINITY_DN21319_c0_g1	282
TRINITY_DN21112_c0_g1	450
TRINITY_DN28478_c0_g1	338
TRINITY_DN14844_c0_g1	250
TRINITY_DN21499_c1_g3	214
TRINITY_DN21499_c1_g2	336
TRINITY_DN21499_c1_g1	249
TRINITY_DN20985_c0_g1	3426
TRINITY_DN19773_c0_g1	397
TRINITY_DN23623_c0_g1	327
TRINITY_DN16980_c0_g1	2424
TRINITY_DN20183_c0_g1	2572
TRINITY_DN27666_c0_g1	304
TRINITY_DN15204_c1_g1	221
TRINITY_DN17047_c0_g1	1180
TRINITY_DN12585_c0_g1	1051
TRINITY_DN4752_c0_g1	722
TRINITY_DN19089_c0_g1	2411
TRINITY_DN17566_c2_g2	448
TRINITY_DN17566_c2_g3	631
TRINITY_DN17566_c2_g4	787
TRINITY_DN21679_c0_g1	2644
TRINITY_DN14261_c0_g1	1552
TRINITY_DN19320_c0_g1	1689
TRINITY_DN21430_c0_g1	3556
TRINITY_DN16119_c0_g1	1193
TRINITY_DN21346_c0_g2	6886
TRINITY_DN16466_c0_g1	495
TRINITY_DN24121_c0_g1	515
TRINITY_DN16613_c0_g1	1783
TRINITY_DN20151_c0_g1	2892
TRINITY_DN15954_c0_g1	1313
TRINITY_DN16002_c1_g1	2301
TRINITY_DN9091_c0_g1	505
TRINITY_DN9309_c0_g1	1243
TRINITY_DN21027_c7_g1	291
TRINITY_DN18977_c0_g1	3857
TRINITY_DN4039_c0_g1	326
TRINITY_DN5493_c0_g1	608
TRINITY_DN19284_c0_g1	2145
TRINITY_DN6276_c0_g1	277
TRINITY_DN22271_c0_g1	337
TRINITY_DN19326_c0_g1	1993
TRINITY_DN16566_c0_g1	1510
TRINITY_DN21330_c0_g1	3612
TRINITY_DN20172_c0_g2	2884
TRINITY_DN20172_c0_g1	985
TRINITY_DN13344_c0_g3	291
TRINITY_DN9205_c1_g1	306
TRINITY_DN1994_c0_g1	837
TRINITY_DN32468_c0_g1	450
TRINITY_DN20523_c4_g1	1411
TRINITY_DN2297_c0_g1	411
TRINITY_DN15631_c0_g1	1418
TRINITY_DN16037_c0_g2	531
TRINITY_DN13005_c0_g1	1666
TRINITY_DN17675_c0_g1	1785
TRINITY_DN14276_c0_g1	912
TRINITY_DN29680_c0_g1	459
TRINITY_DN19084_c0_g1	2664
TRINITY_DN20680_c0_g1	1534
TRINITY_DN13468_c0_g1	425
TRINITY_DN13468_c0_g3	367
TRINITY_DN16496_c0_g2	251
TRINITY_DN17375_c0_g1	220
TRINITY_DN17375_c0_g2	772
TRINITY_DN17375_c0_g3	204
TRINITY_DN17731_c0_g1	1293
TRINITY_DN9839_c0_g1	851
TRINITY_DN30066_c0_g1	281
TRINITY_DN16959_c0_g1	1054
TRINITY_DN21264_c0_g1	2399
TRINITY_DN19124_c1_g1	2413
TRINITY_DN11829_c0_g1	380
TRINITY_DN9215_c0_g1	953
TRINITY_DN3935_c0_g1	2288
TRINITY_DN25988_c0_g2	275
TRINITY_DN25988_c0_g1	213
TRINITY_DN2724_c0_g2	458
TRINITY_DN15889_c0_g1	1200
TRINITY_DN21452_c1_g12	323
TRINITY_DN20495_c0_g1	3611
TRINITY_DN31610_c0_g1	246
TRINITY_DN7135_c0_g1	246
TRINITY_DN16863_c0_g1	1457
TRINITY_DN29586_c1_g1	2169
TRINITY_DN7373_c0_g1	593
TRINITY_DN32490_c0_g1	443
TRINITY_DN12829_c0_g1	1001
TRINITY_DN15115_c1_g2	240
TRINITY_DN4332_c0_g1	2730
TRINITY_DN13790_c0_g2	910
TRINITY_DN13790_c0_g1	910
TRINITY_DN20629_c7_g15	245
TRINITY_DN29891_c0_g1	245
TRINITY_DN20797_c0_g1	3191
TRINITY_DN19552_c0_g2	1210
TRINITY_DN29630_c0_g1	459
TRINITY_DN20364_c0_g1	1703
TRINITY_DN9592_c0_g1	207
TRINITY_DN9592_c0_g3	207
TRINITY_DN2969_c0_g1	340
TRINITY_DN15218_c0_g1	1761
TRINITY_DN18908_c0_g1	2004
TRINITY_DN2056_c0_g1	223
TRINITY_DN19123_c1_g1	991
TRINITY_DN20485_c0_g1	3177
TRINITY_DN17805_c0_g1	2001
TRINITY_DN10171_c0_g1	407
TRINITY_DN7197_c0_g1	1063
TRINITY_DN5789_c2_g1	376
TRINITY_DN21187_c0_g1	6121
TRINITY_DN17154_c0_g1	2483
TRINITY_DN3196_c0_g1	218
TRINITY_DN26363_c0_g1	883
TRINITY_DN5239_c0_g1	229
TRINITY_DN18611_c0_g1	2944
TRINITY_DN20246_c0_g1	761
TRINITY_DN20246_c0_g3	844
TRINITY_DN20246_c0_g2	1096
TRINITY_DN13535_c4_g2	225
TRINITY_DN13535_c4_g3	270
TRINITY_DN13535_c4_g1	349
TRINITY_DN17750_c0_g1	1790
TRINITY_DN29477_c0_g1	1187
TRINITY_DN17226_c2_g1	973
TRINITY_DN16138_c0_g1	700
TRINITY_DN10910_c3_g1	226
TRINITY_DN20842_c1_g1	699
TRINITY_DN12578_c0_g1	400
TRINITY_DN18548_c0_g1	1456
TRINITY_DN16217_c0_g1	1651
TRINITY_DN19836_c0_g1	3491
TRINITY_DN17407_c0_g1	1082
TRINITY_DN12283_c0_g1	372
TRINITY_DN17398_c0_g1	1978
TRINITY_DN26342_c0_g1	518
TRINITY_DN20706_c2_g5	234
TRINITY_DN17691_c0_g2	1570
TRINITY_DN19297_c0_g1	2355
TRINITY_DN19336_c0_g1	2366
TRINITY_DN16013_c0_g1	1576
TRINITY_DN13065_c0_g2	3689
TRINITY_DN26651_c0_g1	297
TRINITY_DN2403_c0_g1	811
TRINITY_DN29988_c0_g1	1054
TRINITY_DN13536_c1_g1	3114
TRINITY_DN28430_c0_g1	231
TRINITY_DN12980_c0_g1	245
TRINITY_DN29493_c0_g1	478
TRINITY_DN23406_c0_g2	1249
TRINITY_DN23406_c0_g1	1205
TRINITY_DN9346_c0_g1	239
TRINITY_DN9346_c0_g2	312
TRINITY_DN29872_c0_g1	405
TRINITY_DN989_c0_g2	233
TRINITY_DN14887_c0_g1	1986
TRINITY_DN11658_c0_g1	1300
TRINITY_DN31692_c0_g1	405
TRINITY_DN18825_c0_g1	1944
TRINITY_DN6278_c0_g1	279
TRINITY_DN17498_c1_g3	1926
TRINITY_DN17498_c1_g1	854
TRINITY_DN9521_c0_g1	894
TRINITY_DN19254_c1_g1	480
TRINITY_DN13764_c0_g1	1478
TRINITY_DN18242_c0_g1	2519
TRINITY_DN9445_c0_g2	576
TRINITY_DN15151_c0_g1	1947
TRINITY_DN13093_c0_g3	238
TRINITY_DN13093_c0_g2	257
TRINITY_DN13093_c0_g1	240
TRINITY_DN12316_c0_g1	417
TRINITY_DN17751_c0_g1	1256
TRINITY_DN16411_c0_g2	1277
TRINITY_DN28136_c0_g1	282
TRINITY_DN21646_c15_g19	217
TRINITY_DN21646_c15_g18	216
TRINITY_DN21646_c15_g11	268
TRINITY_DN21646_c15_g10	282
TRINITY_DN21646_c15_g13	388
TRINITY_DN21646_c15_g12	359
TRINITY_DN21646_c15_g15	242
TRINITY_DN21646_c15_g17	219
TRINITY_DN21646_c15_g16	244
TRINITY_DN30625_c0_g1	455
TRINITY_DN23633_c0_g1	317
TRINITY_DN12581_c1_g1	329
TRINITY_DN1529_c0_g1	225
TRINITY_DN25066_c0_g2	220
TRINITY_DN24352_c0_g1	322
TRINITY_DN8739_c0_g1	338
TRINITY_DN10842_c0_g1	223
TRINITY_DN21336_c0_g1	1335
TRINITY_DN20284_c5_g4	429
TRINITY_DN14938_c0_g1	1507
TRINITY_DN17925_c0_g1	535
TRINITY_DN32138_c0_g1	396
TRINITY_DN18540_c0_g1	1654
TRINITY_DN18713_c0_g1	991
TRINITY_DN437_c0_g1	425
TRINITY_DN19061_c0_g1	216
TRINITY_DN13088_c0_g1	1385
TRINITY_DN13420_c0_g1	3257
TRINITY_DN18414_c0_g1	1924
TRINITY_DN6728_c0_g2	485
TRINITY_DN18990_c0_g1	1335
TRINITY_DN15216_c0_g1	2115
TRINITY_DN15042_c0_g1	999
TRINITY_DN20329_c0_g1	253
TRINITY_DN14752_c2_g2	430
TRINITY_DN4557_c0_g2	2861
TRINITY_DN4557_c0_g1	2822
TRINITY_DN2335_c0_g1	711
TRINITY_DN15824_c5_g1	374
TRINITY_DN15824_c5_g2	536
TRINITY_DN15824_c5_g3	280
TRINITY_DN18988_c3_g6	213
TRINITY_DN20953_c0_g2	2455
TRINITY_DN21091_c0_g1	571
TRINITY_DN2342_c0_g1	568
TRINITY_DN15167_c0_g1	1599
TRINITY_DN18988_c3_g5	324
TRINITY_DN19042_c0_g1	1908
TRINITY_DN7684_c0_g1	714
TRINITY_DN5102_c0_g1	1127
TRINITY_DN25886_c0_g1	583
TRINITY_DN22008_c0_g1	228
TRINITY_DN20483_c0_g1	2967
TRINITY_DN16529_c0_g1	1741
TRINITY_DN18354_c0_g1	1925
TRINITY_DN15250_c0_g1	530
TRINITY_DN5716_c0_g1	259
TRINITY_DN21522_c1_g9	405
TRINITY_DN22690_c0_g1	214
TRINITY_DN22517_c0_g1	591
TRINITY_DN11241_c0_g1	970
TRINITY_DN24264_c0_g1	515
TRINITY_DN2556_c1_g1	381
TRINITY_DN21405_c0_g3	798
TRINITY_DN21405_c0_g2	1416
TRINITY_DN21405_c0_g1	232
TRINITY_DN29794_c0_g1	550
TRINITY_DN27270_c0_g1	243
TRINITY_DN21623_c20_g23	210
TRINITY_DN21623_c20_g22	208
TRINITY_DN21623_c20_g20	211
TRINITY_DN10961_c0_g1	338
TRINITY_DN29910_c0_g1	286
TRINITY_DN7645_c0_g1	702
TRINITY_DN27907_c0_g1	267
TRINITY_DN10700_c0_g1	694
TRINITY_DN29653_c0_g1	258
TRINITY_DN19294_c0_g1	1506
TRINITY_DN27867_c0_g1	554
TRINITY_DN15841_c0_g1	582
TRINITY_DN15459_c0_g1	945
TRINITY_DN25413_c0_g1	695
TRINITY_DN13635_c0_g1	1118
TRINITY_DN2767_c0_g1	403
TRINITY_DN15754_c0_g1	1299
TRINITY_DN12738_c0_g1	774
TRINITY_DN2220_c0_g1	519
TRINITY_DN3398_c0_g2	289
TRINITY_DN20922_c0_g2	975
TRINITY_DN20922_c0_g3	828
TRINITY_DN20276_c0_g1	3859
TRINITY_DN17578_c0_g1	1311
TRINITY_DN259_c0_g2	1104
TRINITY_DN22352_c0_g1	284
TRINITY_DN4940_c0_g2	1170
TRINITY_DN11326_c0_g1	1290
TRINITY_DN19116_c0_g1	2324
TRINITY_DN11132_c0_g1	722
TRINITY_DN25317_c0_g1	203
TRINITY_DN17871_c0_g1	3582
TRINITY_DN15107_c0_g1	927
TRINITY_DN3417_c0_g1	807
TRINITY_DN28341_c0_g1	393
TRINITY_DN21765_c0_g1	440
TRINITY_DN3420_c0_g1	819
TRINITY_DN4436_c0_g2	614
TRINITY_DN14703_c0_g1	849
TRINITY_DN2385_c0_g2	362
TRINITY_DN2385_c0_g1	218
TRINITY_DN13794_c0_g1	1996
TRINITY_DN10789_c0_g1	749
TRINITY_DN12104_c0_g1	539
TRINITY_DN17329_c0_g1	2439
TRINITY_DN1072_c0_g1	220
TRINITY_DN20373_c7_g6	1440
TRINITY_DN17557_c1_g1	2276
TRINITY_DN27985_c0_g1	726
TRINITY_DN16192_c0_g1	1373
TRINITY_DN6556_c0_g2	237
TRINITY_DN6556_c0_g3	556
TRINITY_DN14667_c0_g1	706
TRINITY_DN7011_c0_g1	1432
TRINITY_DN33227_c0_g1	245
TRINITY_DN23746_c0_g1	243
TRINITY_DN11360_c0_g1	643
TRINITY_DN17624_c0_g1	1292
TRINITY_DN4849_c0_g2	216
TRINITY_DN29513_c0_g1	1362
TRINITY_DN11300_c0_g1	1019
TRINITY_DN30837_c0_g1	391
TRINITY_DN17110_c0_g1	663
TRINITY_DN21359_c0_g1	4345
TRINITY_DN28013_c0_g1	509
TRINITY_DN29855_c0_g1	667
TRINITY_DN16757_c0_g1	1978
TRINITY_DN11170_c1_g1	772
TRINITY_DN19890_c0_g2	467
TRINITY_DN19890_c0_g3	441
TRINITY_DN19890_c0_g1	912
TRINITY_DN4528_c0_g1	2474
TRINITY_DN14902_c0_g1	986
TRINITY_DN23560_c0_g1	488
TRINITY_DN16226_c0_g1	1372
TRINITY_DN20942_c0_g2	817
TRINITY_DN18806_c0_g1	1975
TRINITY_DN20942_c0_g1	3182
TRINITY_DN2893_c0_g1	1643
TRINITY_DN17283_c0_g1	1213
TRINITY_DN20637_c0_g1	2596
TRINITY_DN21608_c13_g15	262
TRINITY_DN21608_c13_g14	290
TRINITY_DN21608_c13_g17	238
TRINITY_DN21608_c13_g16	218
TRINITY_DN21608_c13_g11	227
TRINITY_DN21608_c13_g10	213
TRINITY_DN21608_c13_g13	201
TRINITY_DN6991_c0_g1	2113
TRINITY_DN21608_c13_g18	211
TRINITY_DN12276_c0_g1	838
TRINITY_DN21663_c1_g2	409
TRINITY_DN21663_c1_g3	399
TRINITY_DN33068_c0_g1	291
TRINITY_DN21663_c1_g1	2768
TRINITY_DN21663_c1_g4	615
TRINITY_DN115_c0_g1	1112
TRINITY_DN17300_c0_g1	777
TRINITY_DN14555_c0_g1	1041
TRINITY_DN8761_c0_g1	843
TRINITY_DN14032_c0_g1	1764
TRINITY_DN27973_c0_g1	303
TRINITY_DN21338_c1_g3	300
TRINITY_DN21338_c1_g1	357
TRINITY_DN17695_c0_g1	2036
TRINITY_DN18822_c0_g1	1560
TRINITY_DN21277_c0_g1	3095
TRINITY_DN20035_c0_g1	3005
TRINITY_DN636_c0_g1	2796
TRINITY_DN9154_c0_g1	1580
TRINITY_DN31827_c0_g1	221
TRINITY_DN23434_c0_g1	302
TRINITY_DN20171_c0_g1	3870
TRINITY_DN20171_c0_g2	4310
TRINITY_DN12767_c0_g2	337
TRINITY_DN12767_c0_g3	201
TRINITY_DN13941_c0_g1	1183
TRINITY_DN12767_c0_g1	283
TRINITY_DN14073_c0_g1	648
TRINITY_DN12767_c0_g4	221
TRINITY_DN11217_c0_g2	383
TRINITY_DN11217_c0_g1	556
TRINITY_DN16870_c0_g1	1392
TRINITY_DN20505_c1_g1	1737
TRINITY_DN3948_c0_g1	201
TRINITY_DN12647_c0_g1	1040
TRINITY_DN5046_c0_g2	455
TRINITY_DN5046_c0_g1	925
TRINITY_DN29136_c0_g1	427
TRINITY_DN9446_c0_g1	572
TRINITY_DN20964_c0_g3	284
TRINITY_DN21104_c1_g3	774
TRINITY_DN20964_c0_g7	203
TRINITY_DN20964_c0_g4	587
TRINITY_DN935_c0_g1	321
TRINITY_DN21677_c0_g1	954
TRINITY_DN33091_c0_g1	467
TRINITY_DN28810_c0_g1	351
TRINITY_DN21831_c0_g1	1944
TRINITY_DN13039_c0_g1	1637
TRINITY_DN6114_c0_g1	377
TRINITY_DN20591_c1_g1	2574
TRINITY_DN19565_c0_g1	1748
TRINITY_DN19148_c5_g1	232
TRINITY_DN31861_c0_g1	439
TRINITY_DN796_c0_g2	246
TRINITY_DN19863_c0_g2	2336
TRINITY_DN19863_c0_g4	254
TRINITY_DN19863_c0_g5	302
TRINITY_DN18161_c0_g1	1813
TRINITY_DN16436_c0_g1	2965
TRINITY_DN19691_c0_g2	954
TRINITY_DN19691_c0_g4	266
TRINITY_DN12511_c0_g1	1135
TRINITY_DN20687_c8_g1	289
TRINITY_DN20687_c8_g2	2216
TRINITY_DN20687_c8_g6	854
TRINITY_DN9995_c0_g1	768
TRINITY_DN15206_c0_g1	1266
TRINITY_DN11285_c0_g1	239
TRINITY_DN20299_c1_g1	1033
TRINITY_DN27545_c0_g1	840
TRINITY_DN13373_c0_g1	663
TRINITY_DN21552_c1_g9	207
TRINITY_DN21552_c1_g8	440
TRINITY_DN20110_c0_g1	1785
TRINITY_DN23594_c0_g1	458
TRINITY_DN23258_c0_g1	1323
TRINITY_DN21378_c0_g1	323
TRINITY_DN21378_c0_g2	5266
TRINITY_DN14243_c1_g1	472
TRINITY_DN17521_c1_g2	350
TRINITY_DN32949_c0_g1	287
TRINITY_DN22684_c0_g1	391
TRINITY_DN21057_c0_g2	2348
TRINITY_DN21057_c0_g1	520
TRINITY_DN255_c0_g2	2119
TRINITY_DN31077_c0_g1	322
TRINITY_DN13010_c0_g1	1405
TRINITY_DN3188_c0_g1	381
TRINITY_DN27584_c0_g1	399
TRINITY_DN29396_c0_g1	236
TRINITY_DN9124_c0_g4	270
TRINITY_DN21374_c0_g1	5062
TRINITY_DN10722_c0_g1	889
TRINITY_DN3093_c0_g1	363
TRINITY_DN17110_c0_g2	248
TRINITY_DN17825_c0_g1	1944
TRINITY_DN18575_c0_g1	1885
TRINITY_DN26201_c0_g1	402
TRINITY_DN26201_c0_g2	402
TRINITY_DN6301_c0_g1	1083
TRINITY_DN18648_c0_g1	2135
TRINITY_DN17743_c0_g1	1647
TRINITY_DN21173_c3_g4	235
TRINITY_DN21173_c3_g1	226
TRINITY_DN21173_c3_g2	207
TRINITY_DN14485_c0_g1	1497
TRINITY_DN21725_c0_g1	1442
TRINITY_DN19850_c0_g1	402
TRINITY_DN19912_c6_g1	231
TRINITY_DN12713_c0_g1	624
TRINITY_DN15922_c0_g1	1974
TRINITY_DN31300_c0_g1	291
TRINITY_DN19812_c0_g1	2154
TRINITY_DN19912_c6_g4	294
TRINITY_DN17919_c3_g1	431
TRINITY_DN16332_c1_g1	2599
TRINITY_DN9944_c0_g1	698
TRINITY_DN5137_c0_g2	332
TRINITY_DN5137_c0_g1	372
TRINITY_DN20258_c1_g1	2665
TRINITY_DN7410_c0_g1	778
TRINITY_DN7410_c0_g3	821
TRINITY_DN23502_c0_g2	816
TRINITY_DN23502_c0_g1	772
TRINITY_DN13177_c0_g3	250
TRINITY_DN13177_c0_g5	221
TRINITY_DN18035_c0_g2	913
TRINITY_DN14316_c0_g1	700
TRINITY_DN14229_c0_g1	1726
TRINITY_DN27864_c0_g1	246
TRINITY_DN7554_c0_g1	257
TRINITY_DN642_c0_g1	306
TRINITY_DN20111_c0_g1	2780
TRINITY_DN12372_c0_g1	733
TRINITY_DN27274_c0_g1	291
TRINITY_DN12310_c0_g1	461
TRINITY_DN7360_c0_g1	1594
TRINITY_DN8602_c1_g1	205
TRINITY_DN12708_c0_g1	971
TRINITY_DN29697_c0_g1	1390
TRINITY_DN20069_c0_g2	2293
TRINITY_DN19617_c1_g1	2045
TRINITY_DN20069_c0_g1	251
TRINITY_DN2353_c1_g1	247
TRINITY_DN11336_c0_g1	651
TRINITY_DN27205_c0_g2	257
TRINITY_DN27205_c0_g1	257
TRINITY_DN20584_c0_g1	2422
TRINITY_DN25422_c0_g1	519
TRINITY_DN13609_c0_g1	1265
TRINITY_DN1905_c0_g2	3072
TRINITY_DN21344_c2_g1	689
TRINITY_DN12072_c0_g1	464
TRINITY_DN18641_c2_g13	227
TRINITY_DN18641_c2_g11	635
TRINITY_DN18641_c2_g10	208
TRINITY_DN15995_c0_g1	2718
TRINITY_DN17293_c0_g1	583
TRINITY_DN17726_c0_g1	1016
TRINITY_DN6737_c0_g3	250
TRINITY_DN6737_c0_g2	328
TRINITY_DN30661_c0_g1	312
TRINITY_DN11179_c0_g1	202
TRINITY_DN11179_c0_g2	210
TRINITY_DN9842_c0_g1	1633
TRINITY_DN17306_c0_g1	2092
TRINITY_DN14111_c0_g1	1709
TRINITY_DN2300_c0_g1	490
TRINITY_DN8915_c0_g1	214
TRINITY_DN31609_c0_g1	623
TRINITY_DN14648_c0_g2	324
TRINITY_DN14732_c0_g3	269
TRINITY_DN20664_c4_g1	384
TRINITY_DN19872_c0_g1	2861
TRINITY_DN17129_c0_g1	774
TRINITY_DN31850_c0_g1	1503
TRINITY_DN15101_c3_g1	215
TRINITY_DN32165_c0_g1	211
TRINITY_DN27454_c0_g1	262
TRINITY_DN20048_c0_g1	1191
TRINITY_DN1666_c0_g2	593
TRINITY_DN1666_c0_g1	567
TRINITY_DN15298_c0_g1	2280
TRINITY_DN21418_c0_g3	4153
TRINITY_DN1076_c0_g1	2634
TRINITY_DN30004_c0_g1	933
TRINITY_DN18347_c0_g1	1509
TRINITY_DN5701_c0_g1	2496
TRINITY_DN20119_c1_g1	1484
TRINITY_DN20119_c1_g2	1446
TRINITY_DN20937_c0_g1	528
TRINITY_DN9805_c0_g3	1295
TRINITY_DN1346_c0_g1	220
TRINITY_DN24397_c0_g1	374
TRINITY_DN15513_c0_g1	1684
TRINITY_DN19041_c0_g1	1553
TRINITY_DN19041_c0_g2	1041
TRINITY_DN9193_c0_g1	288
TRINITY_DN14840_c2_g1	228
TRINITY_DN16893_c0_g2	2654
TRINITY_DN19616_c0_g2	285
TRINITY_DN19616_c0_g1	1259
TRINITY_DN14662_c0_g4	214
TRINITY_DN14662_c0_g2	208
TRINITY_DN14662_c0_g3	213
TRINITY_DN10266_c0_g1	301
TRINITY_DN23748_c0_g1	574
TRINITY_DN5722_c0_g3	901
TRINITY_DN5722_c0_g1	953
TRINITY_DN19854_c0_g1	1132
TRINITY_DN23564_c0_g1	224
TRINITY_DN11503_c0_g2	403
TRINITY_DN18942_c0_g1	411
TRINITY_DN8846_c0_g1	302
TRINITY_DN7890_c0_g2	582
TRINITY_DN18747_c0_g1	2424
TRINITY_DN28945_c0_g1	300
TRINITY_DN24603_c0_g1	461
TRINITY_DN18942_c0_g2	888
TRINITY_DN31237_c0_g1	222
TRINITY_DN15246_c0_g1	915
TRINITY_DN15175_c0_g1	3338
TRINITY_DN31356_c0_g1	358
TRINITY_DN21590_c0_g1	1226
TRINITY_DN16951_c0_g1	1254
TRINITY_DN16685_c0_g1	1302
TRINITY_DN9490_c0_g2	228
TRINITY_DN9490_c0_g3	407
TRINITY_DN9490_c0_g1	210
TRINITY_DN9490_c0_g6	222
TRINITY_DN9490_c0_g4	210
TRINITY_DN9490_c0_g5	334
TRINITY_DN11958_c0_g1	205
TRINITY_DN13401_c0_g1	885
TRINITY_DN13195_c0_g1	633
TRINITY_DN3122_c0_g2	781
TRINITY_DN3122_c0_g1	1085
TRINITY_DN16404_c0_g1	1270
TRINITY_DN22910_c0_g1	247
TRINITY_DN12644_c0_g1	551
TRINITY_DN832_c1_g1	328
TRINITY_DN8518_c0_g1	800
TRINITY_DN12014_c0_g1	371
TRINITY_DN8969_c0_g2	312
TRINITY_DN10021_c0_g1	536
TRINITY_DN24104_c0_g1	202
TRINITY_DN19494_c0_g1	2307
TRINITY_DN20338_c0_g1	677
TRINITY_DN24643_c0_g1	408
TRINITY_DN749_c0_g1	313
TRINITY_DN2320_c0_g1	1075
TRINITY_DN2320_c0_g2	1033
TRINITY_DN30445_c0_g1	224
TRINITY_DN30263_c0_g1	282
TRINITY_DN18900_c0_g1	1390
TRINITY_DN25917_c0_g1	406
TRINITY_DN2764_c0_g2	210
TRINITY_DN4591_c0_g1	332
TRINITY_DN19020_c0_g2	2017
TRINITY_DN4591_c0_g2	317
TRINITY_DN5134_c0_g1	320
TRINITY_DN4303_c0_g2	1096
TRINITY_DN19500_c13_g1	625
TRINITY_DN8420_c0_g1	1051
TRINITY_DN14284_c1_g2	293
TRINITY_DN14284_c1_g1	209
TRINITY_DN27567_c0_g1	418
TRINITY_DN19197_c0_g1	3615
TRINITY_DN32204_c0_g1	435
TRINITY_DN16823_c4_g10	244
TRINITY_DN15440_c0_g2	866
TRINITY_DN20898_c0_g2	2139
TRINITY_DN20898_c0_g1	879
TRINITY_DN18363_c0_g1	1518
TRINITY_DN17570_c0_g1	1318
TRINITY_DN1299_c0_g1	1147
TRINITY_DN11997_c0_g1	364
